name1,name2,score,false_positive
CANADIAN CORPS COMMISSIONAIRES NEWFOUNDLAND,COMMISSISONAIRES OTTAWA,0.999816,0
CANADIAN CORPS COMMISSIONAIRES NEWFOUNDLAND,COMMISSIONAIRES,0.999985,0
CANADIAN CORPS COMMISSIONAIRES NEWFOUNDLAND,HEWLETT PACKARD CANADA,0.977085,1
SIMEX DEFENCE IN,SIMEX EQUIPMENT,0.999979,0
SYSCO FOOD SERVICES TORONTO,SYSCO SERCA FOOD SERVICES WEST,0.999985,0
SYSCO SERCA FOOD SERVICES WEST,SYSCO SERCA FOOD SERVICESATLANTIC,0.999979,0
SYSCO SERCA FOOD SERVICES WEST,SYSCO SERCA SERVICES ATLANTIC,0.999983,0
SYSCO SERCA ATLANTIC,SYSCO SERCA FOOD SERVICES WEST,0.999984,0
SYSCO SERCA FOOD SERVICES WEST,SYSCO SERTA,0.999920,0
SYSCO OTTAWA,SYSCO SERCA FOOD SERVICES WEST,0.999954,0
SYSCO SERCA FOOD SERVICES WEST,SYSCO STURGEON FALLS,0.999828,0
RHEINMETALL CANADA,RHEINMETALL ELECTRONICS,0.999988,0
RHEINMETALL ELECTRONICS,RHEINMETALL MAN MILITARY,0.999988,0
COMPASS CANADA EUREST,COMPASS CANADA SUPPORT SERVICES,0.999984,0
COMPASS CANADA EUREST,COMPASS GROUP CANADA,0.999983,0
ALTIS PROFESSIONAL RECRUITMENT,ALTIS RECRUITMENT TECHNOLOGY IN,0.999989,0
ALTIS PROFESSIONAL RECRUITMENT EXCEL HUMAN RESOURCES,ALTIS RECRUITMENT TECHNOLOGY IN,0.999989,0
ALTIS PROFESSIONAL SERVICES,ALTIS RECRUITMENT TECHNOLOGY IN,0.999989,0
ALTIS HUMAN RESSOUCES,ALTIS RECRUITMENT TECHNOLOGY IN,0.999989,0
ALTIS HUMAN RESOURCES OTTAWA,ALTIS RECRUITMENT TECHNOLOGY IN,0.999989,0
ALTIS RECRUITMENT TECHNOLOGY IN,ALTIS VANCOUVER,0.999988,0
ALTIS HUMAN RESOURCES VANCOUVER I,ALTIS RECRUITMENT TECHNOLOGY IN,0.999989,0
ALTIS HUMAN RESOURCES OTTAWA EXCELHUMAN RESOURCES IN JOINT VENTURE,ALTIS RECRUITMENT TECHNOLOGY IN,0.999988,0
ALTIS RECRUITMENT TECHNOLOGY IN,TELUS COLLABORATION SERVICES,0.570441,1
ALTIS RECRUITMENT TECHNOLOGY IN,TELUS HEALTH,0.766678,1
DELL CANADA,DELL CANADA RESELLER NISHA TECHNOLOGIES,0.881540,1
GCSTRATEGIES,GCSTRATGEIES,0.999979,0
EXECUTIVE FLIGHT CTR AVIATION,EXECUTIVE FLIGTH CENTER FUEL,0.999970,0
DELOITTE TOUCHE,DELOITTE TOUCHE TOHMATSU CERTIFIED PUBLIC ACCOUNTANTS,0.999979,0
DELOITTE TOHMATSU FINANCIAL ADVISOR,DELOITTE TOUCHE,0.999633,0
ALLTECK LINE CONTRACTORS,ALLTECK PARTNERSHIP,0.999981,0
ASOKAN BUSINESS INTERIORS,ASOKAN BUSINESS INTERIORS,0.999983,0
ASOKAN BUSINESS INTERIORS,ASOKAN SOLUTION BUREAU,0.999976,0
ASOKAN BUSINESS INTERIORS,ASOKAN SOLUTIONS BUREAU,0.999980,0
LOCKHEED MARTIN CANADA,LOCKHEED MARTIN OVERSEAS SERVICES,0.999986,0
LOCKHEED MARTIN OVERSEAS SERVICES,LOCKHEED MARTIN SIPPICAN,0.999985,0
KENT,KENT BUILDING SUPPLIES,0.999734,0
SYSCO SERCA ATLANTIC,SYSCO STURGEON FALLS,0.999924,0
SYSCO SERTA,SYSCO STURGEON FALLS,0.999961,0
SYSCO OTTAWA,SYSCO STURGEON FALLS,0.999982,0
SYSCO SERCA SERVICES ATLANTIC,SYSCO STURGEON FALLS,0.999954,0
SYSCO FOOD SERVICES TORONTO,SYSCO STURGEON FALLS,0.999977,0
GENERAL DYNAMICS C4SYSTEMS,GENERAL DYNAMICS GLOBAL IMAGING TECHNOLOGIES,0.999988,0
KNAPPETT INDUSTRIES 2006,KNAPPETT INDUSTRIES 2006,0.999964,0
THALES COMMUNICATIONS,THALES DEFENCE SECURITY,0.999982,0
THALES CANADA NAVAL SERVICES BU,THALES COMMUNICATIONS,0.999980,0
BELL CANADA,BELL CANADA TELEPHONE,0.999978,0
BELL CANADA,BELL TELEPHONE COMPANY CANADA OR BELL CANADA COMPAGNIE TE,0.999966,0
FUJITSU CANADA,FUJITSU CONSULTING CANADA FUJITSU CONSEIL CANADA,0.999985,0
STANTEC ARCHITECTURE,STANTEC EXPERT CONSEILS,0.999986,0
STANTEC ARCHITECTURE,STANTEC CONSULTING SCL,0.999987,0
ADGA GROUP CONSULTANTS,NAME ADGA GROUP CONSULTANTS,0.999958,0
ADGA GROUP CONSULTING,NAME ADGA GROUP CONSULTANTS,0.999946,0
IRVING OIL,IRVING OIL COMMERCIAL GP,0.999988,0
IRVING OIL,PETROLES IRVING,0.999974,0
VANCOUVER SHIPYARDS,VICTORIA SHIPYARDS DND VENDOR 0001201424,0.999962,0
ATCO STRUCTURES LOGISTICS,ATCO STRUCTURES LOGISTICS,0.999987,0
ATCO POWER CANADA,ATCO STRUCTURES LOGISTICS,0.999987,0
MICROSOFT,MICROSOFT SERVICES,0.999976,0
MICROSOFT CANADA,MICROSOFT SERVICES,0.999981,0
MNP,MNP,0.999985,0
IT NET,ITNET,0.999973,0
ITNET,ITNET OTTAWA,0.999976,0
ITNET,ROGERS WIRELESS,0.803744,1
ITNET,ITNETOTTAWA KPMG IN JOINT VENTURE,0.999942,0
ITNET,ROGERS COMMUNICATIONS CANADA,0.623954,1
MOTOROLA SOLUTION CANADA,MOTOROLA SOLUTIONS CA,0.999982,0
CANADIAN CORPS COMISSIONAIRES,COMMISIONAIRES SASKATCHEWAN,0.999980,0
COMMISIONAIRES SASKATCHEWAN,COMMISSISONAIRES OTTAWA,0.999966,0
CANADIAN CORPS COMMISSIONIARES,COMMISIONAIRES SASKATCHEWAN,0.999913,0
COMMISIONAIRES SASKATCHEWAN,COMMISSIONAIRES,0.999948,0
COMMISIONAIRES SASKATCHEWAN,COMMISSIONAIRES OTTAWA COLONADE,0.999952,0
COMMISIONAIRES SASKATCHEWAN,COMMISSIONAIRE NOVA SCOTIA,0.999951,0
COMMISIONAIRES SASKATCHEWAN,COMMISSIONAIRES KINGSTON,0.999959,0
CANADIAN CORPS COMMISSIONAIRES NORTHERN ALBERTA DIVISION,COMMISIONAIRES SASKATCHEWAN,0.999974,0
CANADIAN CORPSCOMMISSIONNAIRES,COMMISIONAIRES SASKATCHEWAN,0.999961,0
CANCORPS COMMISSIONAIRES,COMMISIONAIRES SASKATCHEWAN,0.999929,0
TECKNION,TEKNION ROY BRETON,0.999983,0
TEKNION,TEKNION ROY BRETON,0.999985,0
SYSCO SERCA FOOD SERVICESATLANTIC,SYSCO SERCA SERVICES ATLANTIC,0.999980,0
SYSCO SERCA ATLANTIC,SYSCO SERCA FOOD SERVICESATLANTIC,0.999979,0
SYSCO FOOD SERVICES TORONTO,SYSCO SERCA FOOD SERVICESATLANTIC,0.999981,0
SYSCO SERCA FOOD SERVICESATLANTIC,SYSCO SERTA,0.999886,0
SYSCO SERCA FOOD SERVICESATLANTIC,SYSCO STURGEON FALLS,0.999788,0
SYSCO OTTAWA,SYSCO SERCA FOOD SERVICESATLANTIC,0.999906,0
SYSCO SERCA FOOD SERVICESATLANTIC,WORL FUEL SERVICES TRADING,0.630677,1
SYSCO SERCA FOOD SERVICESATLANTIC,WORLS FUELS,0.608280,1
COLUMBIA FUELS OA PARKLAND FUELS,PARKLAND OA COLUMBIA FUELS,0.999981,0
COLUMBIA FUELS OA PARKLAND FUELS,UNIVERSITY BRITISH COLUMBIA,0.955047,1
COLUMBIA FUELS OA PARKLAND FUELS,UNIVERSITY BRITISH COLUMBIA OKANAGAN,0.997033,1
COMMISSISONAIRES OTTAWA,TELFER SCHOOL MANAGEMENT UNIVERSITY OTTAWA,0.953044,1
PRICEWATERHOUSECOOPERS,PRICEWATERHOUSECOOPERS CATHERINE PEACOCK,0.999986,0
PRICEWATERHOUSECOOPERS,PRICEWATERHOUSECOOPERS OWEN TAYLOR,0.999987,0
PRICE WATERHOUSE COOPERS PWC,PRICEWATERHOUSECOOPERS,0.999979,0
PRICEWATERHOUSECOOPERS,PRICEWATERHOUSECOOPERS,0.999987,0
PRICEWATERHOUSE COOPERS,PRICEWATERHOUSECOOPERS,0.999986,0
PRICE WATERHOUSE COOPER,PRICEWATERHOUSECOOPERS,0.999986,0
SNCLAVALIN,SNCLAVALIN ENVIRONMENT VICTORIA,0.999985,0
SNCLAVALIN ENVIRONMENT VICTORIA,SNCLAVALIN MONTREAL,0.999985,0
SNC LAVALIN,SNCLAVALIN ENVIRONMENT VICTORIA,0.999981,0
SNC LAVALIN PROFAC,SNCLAVALIN ENVIRONMENT VICTORIA,0.999978,0
ATKINSREALIS FORMERLY SNCLAVALIN,SNCLAVALIN ENVIRONMENT VICTORIA,0.999982,0
TEKSYSTEMS CANADA,TEKSYSTEMS CANADA,0.999988,0
TEKSYSTEMS CANADA,TEKSYSTEMS CANADA SOCIETY TEKSYSTEMS CANADA,0.999981,0
ITEX,ITEX DBA TECHNOLOGY,0.999935,0
ITEX,ITEXTIG VIA SSC,0.999897,0
SNCLAVALIN,SNCLAVALIN,0.999984,0
SNC LAVALIN,SNCLAVALIN,0.999981,0
SNCLAVALIN,SNCLAVALIN MONTREAL,0.999985,0
EMERION,LUMINA IT,0.999983,0
MAPLE REINDERS CONSTRUCTORS,MAPLE REINDERS CONSTRUCTORS,0.999983,0
KONICA BUSINESS SOLUTIONS,KONICA MINOLTA BUSINESS,0.999988,0
KONICA BUSINESS SOLUTIONS,KONICA MINOLTA BUSINESS SOLUTIONS CANADA,0.999989,0
ARAMARK,ARAMARK CANADA,0.999987,0
IBISKA,IBISKA TELECOM,0.999978,0
IBISKA TELECOM,IBISKA TELECOM,0.999983,0
ALTIS PROFESSIONAL SERVICES,TELUS HEALTH,0.906446,1
ALTIS HUMAN RESSOUCES,TELUS HEALTH,0.995812,1
MODIS CANADA CR 114705,TELUS HEALTH,0.929759,1
TOROMONT CAT,TOROMONT MATERIAL HANDLING,0.999983,0
TOROMONT CAT,TOROMONT CAT POWER SYSTEMS,0.999984,0
TOROMONT ARCTIC,TOROMONT CAT,0.999984,0
CANCORPS COMMISSIONAIRES,COMMISSIONAIRES,0.999986,0
CANCORPS COMMISSIONAIRES,COMMISSIONAIRES KINGSTON,0.999986,0
CANADIAN CORPS COMISSIONAIRES,CANCORPS COMMISSIONAIRES,0.999973,0
CANADIAN CORPS COMMISSIONIARES,CANCORPS COMMISSIONAIRES,0.999979,0
CANCORPS COMMISSIONAIRES,COMMISSIONAIRES OTTAWA COLONADE,0.999986,0
CANCORPS COMMISSIONAIRES,COMMISSIONAIRE NOVA SCOTIA,0.999985,0
CANCORPS COMMISSIONAIRES,COMMISSISONAIRES OTTAWA,0.999651,0
CANADIAN CORPSCOMMISSIONNAIRES,CANCORPS COMMISSIONAIRES,0.999969,0
BIRD CONSTRUCTION GROUP,BIRD CONSTRUCTION GROUP,0.999984,0
ACKLAND GRAINGER,ACKLANDS GRAINGER CANADA,0.999984,0
ACKLANDS GRAINGER CANADA,ACKLANDSGRAINGER,0.999963,0
LOCKHEED MARTIN CANADA,LOCKHEED MARTIN SIPPICAN,0.999986,0
HEWLETT PACKARD CANADA,LOCKHEED MARTIN CANADA,0.835387,1
ADIRONDACK INFORMATION MANAGEMENT AMITA ARTEMP PERSONNEL SERVICES AIM GROUP IN JOINT VENTURE,ADIRONDACK MANAGEMENT,0.999982,0
ERNST YOUNG GLOBAL,ERNST YOUNG MONTREAL,0.999974,0
ERNST YOUNG GLOBAL,ERNST YOUNG TTTTTTTT,0.999961,0
MODIS CANADA,MODIS CANADA CR 114705,0.999981,0
ADRM TECHNOLOGY CONSULTING GROUP,ADRM TECHNOLOGY CONSULTING GROUP,0.999985,0
ADRM TECHNOLOGY CONSULTING GROUP,ADRM TECHNOLOGY CONSULTING GROUP ANTIAN PROFESSIONAL SERVICES,0.999985,0
ADRM TECH,ADRM TECHNOLOGY CONSULTING GROUP,0.999986,0
FFG FLENSBURG FAHRZEUGBAU GESELLSCHAFT MBH,FFG FLENSBURGER FAHRZEUGBAU GESELLSCHAFT MBH,0.999978,0
DALHOUSIE UNIVERSITY,DALHOUSIE UNIVERSITY CONFERENCE SERVICES SUMMER HOUSING,0.999951,0
BECTON DICKSON BD CANADA,HEWLETT PACKARD CANADA,0.804961,1
THALES CANADA NAVAL SERVICES BU,THALES DEFENCE SECURITY,0.999975,0
IBI GROUP ARCHITECTS CANADA MORIYAMA TESHIMA ARCHITECTS IN JOINT VENTURE,MORIYAMA TESHIMA ARCHITECTS,0.999969,0
ASOKAN SOLUTION BUREAU,ASOKAN SOLUTIONS BUREAU,0.999979,0
EXCEL HUMAN RESOURCES OPERATING AS EXCELITR,EXCELLERIS TECHNOLOGIES A DIVISION LIFELABS,0.999443,1
RHEINMETALL CANADA,RHEINMETALL MAN MILITARY,0.999988,0
GOLDER ASSOCIATES,GOLDER ASSOCIATES,0.999984,0
GOLDER ASSOCIATE,GOLDER ASSOCIATES,0.999983,0
KPMG FKA KPMG MSLP,KPMG VICTORIA,0.999954,0
ITNETOTTAWA KPMG IN JOINT VENTURE,KPMG FKA KPMG MSLP,0.999781,0
KPMG,KPMG FKA KPMG MSLP,0.999964,0
CORCAN CORRECTIONAL SERVICE CANADA,CORRECTIONAL SERVICES CANADA,0.999974,0
CORCAN,CORCAN CORRECTIONAL SERVICE CANADA,0.999977,0
CANADIAN CORPSCOMMISSIONNAIRES,CORCAN CORRECTIONAL SERVICE CANADA,0.650156,1
CORCAN CORRECTIONAL SERVICE CANADA,WORLD FUEL SERVICES CANADA,0.998755,1
CORCAN CORRECTIONAL SERVICE CANADA,WORLDD FUEL SERVICES CANADA,0.997193,1
COMMISSISONAIRES OTTAWA,CORCAN CORRECTIONAL SERVICE CANADA,0.832246,1
COMBAT NETWORKS,CORCAN CORRECTIONAL SERVICE CANADA,0.541340,1
CORCAN CORRECTIONAL SERVICE CANADA,WORLD FUEL SERVICE,0.998130,1
CORCAN CORRECTIONAL SERVICE CANADA,WORLD FUEL SERVICES,0.996422,1
HEWLETT PACKARD CANADA,LOCKHEED MARTIN SIPPICAN,0.507693,1
GFL ENVIROMENTAL,GFL ENVIRONMANTAL,0.999984,0
GFL ENVIRONMANTAL,GFL INVIRONMENTAL,0.999985,0
FORD MOTOR CANADA,FORD MOTOR COMPANY CANADA,0.999985,0
AIRPORT FORD LINCOLN,FORD MOTOR CANADA,0.999975,0
ALTIS HUMAN RESOURCES OTTAWA,ALTIS HUMAN RESOURCES VANCOUVER I,0.999989,0
ALTIS HUMAN RESOURCES OTTAWA,ALTIS PROFESSIONAL RECRUITMENT EXCEL HUMAN RESOURCES,0.999989,0
ALTIS HUMAN RESOURCES OTTAWA,ALTIS PROFESSIONAL SERVICES,0.999988,0
ALTIS HUMAN RESOURCES OTTAWA,ALTIS PROFESSIONAL RECRUITMENT,0.999988,0
ALTIS HUMAN RESOURCES OTTAWA,ALTIS HUMAN RESOURCES OTTAWA EXCELHUMAN RESOURCES IN JOINT VENTURE,0.999989,0
ALTIS HUMAN RESOURCES OTTAWA,ALTIS VANCOUVER,0.999988,0
ALTIS HUMAN RESOURCES OTTAWA,ALTIS HUMAN RESSOUCES,0.999989,0
COMBAT NETWORKS,DECISIVE GROUP,0.603954,1
OPEN TEXT,OPEN TEXT CO JP MORGAN LOCKBOX,0.999964,0
ABIADVANCED BUSINESS INTERIORS,CARLETON UNIVERSITY SCHOOL BUSINESS,0.560006,1
CARLETON UNIVERSITY SCHOOL BUSINESS,HEWLETT PACKARD CANADA,0.882699,1
TEKNION,TEKNION,0.999985,0
TECKNION,TEKNION,0.999984,0
TEKNION,TEKNION FURNITURES SYS,0.999985,0
AV TECH,AVTECH,0.999966,0
SAP,SAP CANADA,0.999916,0
RAYTHEON SECURE INFORMATION SYSTEMS,RAYTHEON SYSTEMS COMPANY,0.999986,0
RAYTHEON CANADA,RAYTHEON SECURE INFORMATION SYSTEMS,0.999986,0
RAYTHEON COMPANY,RAYTHEON SECURE INFORMATION SYSTEMS,0.999987,0
PAL AEROSPACE,WORL FUEL SERVICES TRADING,0.845659,1
LARRY PENNER ENTERPISES,LARRY PENNER ENTERPRISES,0.999983,0
IT NET,ITNET OTTAWA,0.999977,0
IT NET,ROGERS WIRELESS,0.830420,1
RAYTHEON CANADA,RAYTHEON CANADA,0.999986,0
RAYTHEON CANADA,RAYTHEON SYSTEMS COMPANY,0.999982,0
RAYTHEON CANADA,RAYTHEON COMPANY,0.999983,0
HARRIS CANADA SYSTEMS,HARRIS CANADA SYSTEMS,0.999979,0
ITI CANADA,ITI CANADA,0.999350,0
PRICE WATERHOUSE COOPERS PWC,PRICEWATERHOUSECOOPERS CATHERINE PEACOCK,0.999971,0
PRICE WATERHOUSE COOPERS PWC,PRICEWATERHOUSECOOPERS OWEN TAYLOR,0.999968,0
PRICE WATERHOUSE COOPERS PWC,PRICEWATERHOUSE COOPERS,0.999982,0
PRICE WATERHOUSE COOPER,PRICE WATERHOUSE COOPERS PWC,0.999984,0
PRICE WATERHOUSE COOPERS PWC,PWC CONSULTING,0.999905,0
IBI GROUP PROFESSIONAL SERVICES,IBI GROUP PROFESSIONAL SERVICES CANADA,0.999888,0
TECHSOL MARINE,UNISOURCE TECHNOLOGY,0.764674,1
ABIADVANCED BUSINESS INTERIORS,UNISOURCE TECHNOLOGY,0.568670,1
PAL AEROSPACE,UNISOURCE TECHNOLOGY,0.863774,1
COMMISSIONAIRES KINGSTON,UNISOURCE TECHNOLOGY,0.921024,1
HEWLETT PACKARD CANADA,UNISOURCE TECHNOLOGY,0.965765,1
LUMINA IT CBZ JOINT VENTURE,UNISOURCE TECHNOLOGY,0.585750,1
EFR ENVIRONMENTAL,UNISOURCE TECHNOLOGY,0.871436,1
LOGISTIC UNICORP,UNISOURCE TECHNOLOGY,0.575599,1
LOGISTIK UNICORP,UNISOURCE TECHNOLOGY,0.680776,1
COMMISSIONAIRES,UNISOURCE TECHNOLOGY,0.976858,1
LUMINA IT,UNISOURCE TECHNOLOGY,0.959574,1
ITNETOTTAWA KPMG IN JOINT VENTURE,UNISOURCE TECHNOLOGY,0.795506,1
IMPERIAL OIL,UNISOURCE TECHNOLOGY,0.697076,1
CORCAN,UNISOURCE TECHNOLOGY,0.973323,1
UNISOURCE TECHNOLOGY,WORLS FUELS,0.600704,1
ERNST YOUNG GLOBAL,UNISOURCE TECHNOLOGY,0.669341,1
ORACLE CANADA,ORACLE CANADA,0.999984,0
ORACLE CANADA,ORACLE CORPORATIONS CANADA,0.999983,0
CANADIAN CORPS COMISSIONAIRES,CANADIAN CORPSCOMMISSIONNAIRES,0.999983,0
CANADIAN CORPS COMMISSIONIARES,CANADIAN CORPSCOMMISSIONNAIRES,0.999980,0
CANADIAN CORPSCOMMISSIONNAIRES,COMMISSISONAIRES OTTAWA,0.999944,0
CANADIAN CORPSCOMMISSIONNAIRES,COMMISSIONAIRE NOVA SCOTIA,0.999963,0
CANADIAN CORPS COMMISSIONAIRES NORTHERN ALBERTA DIVISION,CANADIAN CORPSCOMMISSIONNAIRES,0.999981,0
CANADIAN CORPSCOMMISSIONNAIRES,COMMISSIONAIRES OTTAWA COLONADE,0.999978,0
CANADIAN CORPSCOMMISSIONNAIRES,COMMISSIONAIRES,0.999977,0
CANADIAN CORPSCOMMISSIONNAIRES,COMMISSIONAIRES KINGSTON,0.999973,0
CANADIAN CORPSCOMMISSIONNAIRES,COMMISSIONAIRES SECURITY SOLUTIONS,0.999973,0
CANADIAN CORPS COMMISSIONAIRES,TEKSYSTEMS CANADA SOCIETY TEKSYSTEMS CANADA,0.708045,1
SI SYSTEMS,TEKSYSTEMS CANADA SOCIETY TEKSYSTEMS CANADA,0.996140,1
CANADIAN CORPS COMISSIONAIRES,TEKSYSTEMS CANADA SOCIETY TEKSYSTEMS CANADA,0.734376,1
COMMISSIONAIRE NOVA SCOTIA,TEKSYSTEMS CANADA SOCIETY TEKSYSTEMS CANADA,0.966189,1
CANADIAN COMMISSIONAIRES,TEKSYSTEMS CANADA SOCIETY TEKSYSTEMS CANADA,0.952902,1
COMMISIONAIRES SASKATCHEWAN,TEKSYSTEMS CANADA SOCIETY TEKSYSTEMS CANADA,0.909567,1
CANADIAN CORPS COMMISSIONAIRES NORTHERN ALBERTA DIVISION,TEKSYSTEMS CANADA SOCIETY TEKSYSTEMS CANADA,0.677085,1
AJILON CANADA,TEKSYSTEMS CANADA SOCIETY TEKSYSTEMS CANADA,0.874709,1
COMMISSIONAIRES KINGSTON,TEKSYSTEMS CANADA SOCIETY TEKSYSTEMS CANADA,0.933093,1
COMMISSIONAIRES MANITOBA,TEKSYSTEMS CANADA SOCIETY TEKSYSTEMS CANADA,0.879246,1
PALADIN SECURITY GROUP,TEKSYSTEMS CANADA SOCIETY TEKSYSTEMS CANADA,0.525699,1
CANADIAN CORPS COMMISSIONIARES,TEKSYSTEMS CANADA SOCIETY TEKSYSTEMS CANADA,0.897387,1
COMMISSIONAIRES OTTAWA COLONADE,TEKSYSTEMS CANADA SOCIETY TEKSYSTEMS CANADA,0.904801,1
COMMISSISONAIRES OTTAWA,TEKSYSTEMS CANADA SOCIETY TEKSYSTEMS CANADA,0.987149,1
CANADIAN CORPS COMMISSIONAIRES NEWFOUNDLAND,TEKSYSTEMS CANADA SOCIETY TEKSYSTEMS CANADA,0.869839,1
ROGERS ATT,ROGERS COMMUNICATIONS CANADA,0.999980,0
STANTEC CONSULTING SCL,STANTEC EXPERT CONSEILS,0.999986,0
CORCAN,WORL FUEL SERVICES TRADING,0.993580,1
MACEWEN,MACEWEN PETROLEUM,0.999986,0
ACKLAND GRAINGER,ACKLANDSGRAINGER,0.999963,0
COMMISSIONAIRES OTTAWA COLONADE,COMMISSISONAIRES OTTAWA,0.999967,0
CANADIAN CORPS COMMISSIONIARES,COMMISSISONAIRES OTTAWA,0.999860,0
CANADIAN CORPS COMISSIONAIRES,COMMISSISONAIRES OTTAWA,0.999949,0
COMMISSIONAIRES,COMMISSISONAIRES OTTAWA,0.999952,0
COMMISSIONAIRE NOVA SCOTIA,COMMISSISONAIRES OTTAWA,0.999934,0
COMMISSIONAIRES KINGSTON,COMMISSISONAIRES OTTAWA,0.999947,0
CANADIAN CORPS COMMISSIONAIRES NORTHERN ALBERTA DIVISION,COMMISSISONAIRES OTTAWA,0.999926,0
COMMISSISONAIRES OTTAWA,CORCAN,0.902382,1
COMMISSISONAIRES OTTAWA,LUMINA IT,0.641458,1
PROTAK,PROTAK CONUSLTING GROUP,0.999975,0
DONA CONA,PROTAK CONUSLTING GROUP,0.577135,1
ADGA GROUP CONSULTANTS,ADGA GROUP CONSULTING,0.999972,0
WOOD CANADA,WOOD CANADA,0.999960,0
THERMO FISHER SCIENTIFIC,THERMO FISHER SCIENTIFIC MISSISSAUG,0.999988,0
THERMO ELECTRON CALGARY,THERMO FISHER SCIENTIFIC,0.999987,0
THERMO FISHER SCIENTIFIC,WORLS FUELS,0.559276,1
HEWLETT PACKARD CANADA,THERMO FISHER SCIENTIFIC,0.976727,1
ADVANCED CHIPPEWA TECH,ADVANCED CHIPPEWA THECHNOLOGIES,0.999988,0
ADVANCED CHIPPEWA THECHNOLOGIES,ADVANCED CHIPPEWAS,0.999987,0
PRICEWATERHOUSECOOPERS CATHERINE PEACOCK,PRICEWATERHOUSECOOPERS OWEN TAYLOR,0.999985,0
PRICEWATERHOUSE COOPERS,PRICEWATERHOUSECOOPERS CATHERINE PEACOCK,0.999980,0
PRICE WATERHOUSE COOPER,PRICEWATERHOUSECOOPERS CATHERINE PEACOCK,0.999973,0
ARTEMP PERSONNEL,ARTEMP PERSONNEL SERVICES,0.999983,0
DELOITTE TOHMATSU FINANCIAL ADVISOR,DELOITTE TOUCHE TOHMATSU CERTIFIED PUBLIC ACCOUNTANTS,0.999978,0
ECOLE LANGUES CITE,ECOLE LANGUES CITE,0.999986,0
BLACK MCDONALD,BLACK MCDONALD OTTAWA,0.999985,0
BLACK MACDONALD,BLACK MCDONALD OTTAWA,0.999981,0
BLACK MCDONALD OTTAWA,MCDONNELL DOUGLAS,0.982118,1
COMPUTER ASSOCIATES CANADA COMPANY,IBM CANADA,0.848102,1
COMPUTER ASSOCIATES CANADA COMPANY,TELECOM COMPUTER,0.533824,1
CORD MOTOR COMPANY CANADA,FORD MOTOR COMPANY CANADA,0.999936,0
SNC LAVALIN PROFAC,SNCLAVALIN,0.999979,0
ATKINSREALIS FORMERLY SNCLAVALIN,SNCLAVALIN,0.999982,0
SNC LAVALIN,SNC LAVALIN,0.999981,0
SNC LAVALIN,SNCLAVALIN MONTREAL,0.999981,0
SNC LAVALIN,SNC LAVALIN PROFAC,0.999982,0
AFS AVIATION FUEL SERVICES,WORLD FUEL FLIGHT SERVICES,0.678047,1
WORLD FUEL FLIGHT SERVICES,WORLDD FUEL SERVICES CANADA,0.999983,0
WORL FUEL SERVICES TRADING,WORLD FUEL FLIGHT SERVICES,0.999940,0
IMPERIAL OIL,WORLD FUEL FLIGHT SERVICES,0.976184,1
MDA GEOSPATIAL SERVICES,MDA SYSTEMS,0.999977,0
COMPUTACENTER TERAMACH,TERAMACH TECHNOLOGIE,0.999977,0
ALTIS PROFESSIONAL RECRUITMENT,ALTIS PROFESSIONAL SERVICES,0.999989,0
ALTIS HUMAN RESSOUCES,ALTIS PROFESSIONAL SERVICES,0.999988,0
ALTIS PROFESSIONAL SERVICES,ALTIS VANCOUVER,0.999988,0
ALTIS PROFESSIONAL RECRUITMENT EXCEL HUMAN RESOURCES,ALTIS PROFESSIONAL SERVICES,0.999989,0
ALTIS HUMAN RESOURCES VANCOUVER I,ALTIS PROFESSIONAL SERVICES,0.999988,0
ALTIS PROFESSIONAL SERVICES,IBI GROUP PROFESSIONAL SERVICES,0.680306,1
ALTIS PROFESSIONAL SERVICES,ARCADIS PROFESSIONAL SERVICES CANADA,0.626486,1
AVTECH,AVTECH,0.999975,0
BOMBARDIER PRODUITS RECREATIFS,BOMBARDIER RECREATIONAL PRODUCTS,0.999830,0
MCKESSON SPECIALIZED DISTRIBUTION,MCKESSON SPECIALTY PRESCRIPTION SERVICES,0.999984,0
AECOM CANADA WINNIPEG,AECOM CONSULTANTS,0.999983,0
NISH TECHNOLOGIE,NISHA TECHNOLOGIES,0.999989,0
NORR,NORR ARCHITECT PLANNERS,0.999950,0
NORR ARCHITECT PLANNERS,NORR ARCHITECTS ENGINEERS,0.999951,0
AMTEK,AMTEK ENGINEERING,0.999983,0
AMTEK,AMTEK ENGINEERING SERVICES LD,0.999983,0
SI SYSTEMS,WORLS FUELS,0.999282,1
PALADIN SECURITY SYSTEMS,SI SYSTEMS,0.864613,1
HEWLETT PACKARD CANADA,NTT DATA CANADA,0.528048,1
ITEX DBA TECHNOLOGY,ITEXTIG VIA SSC,0.999948,0
BUREAU VERITAS CANADA,BUREAU VERITAS CANADA,0.999983,0
ALTIS PROFESSIONAL RECRUITMENT,ALTIS PROFESSIONAL RECRUITMENT EXCEL HUMAN RESOURCES,0.999989,0
ALTIS HUMAN RESOURCES VANCOUVER I,ALTIS PROFESSIONAL RECRUITMENT EXCEL HUMAN RESOURCES,0.999989,0
ALTIS HUMAN RESSOUCES,ALTIS PROFESSIONAL RECRUITMENT EXCEL HUMAN RESOURCES,0.999989,0
